content,month_str,value
Rounds: secondary_market,2014-04,4
Rounds: secondary_market,2014-05,5
Rounds: secondary_market,2014-06,1
Rounds: secondary_market,2014-07,2
Rounds: secondary_market,2014-08,5
Rounds: secondary_market,2014-09,4
Rounds: secondary_market,2014-10,5
Rounds: secondary_market,2014-11,1
Rounds: seed,2007-06,5
Rounds: seed,2007-07,12
Rounds: seed,2007-08,26
Rounds: seed,2007-09,6
Rounds: seed,2007-10,6
Rounds: seed,2007-11,23
Rounds: seed,2007-12,15
Rounds: seed,2008-01,13
Rounds: seed,2008-02,64
Rounds: seed,2008-03,57
Rounds: seed,2008-04,35
Rounds: seed,2008-05,36
Rounds: seed,2008-06,64
Rounds: seed,2008-07,55
Rounds: seed,2008-08,59
Rounds: seed,2008-09,45
Rounds: seed,2008-10,41
Rounds: seed,2008-11,49
Rounds: seed,2008-12,45
Rounds: seed,2009-01,49
Rounds: seed,2009-02,36
Rounds: seed,2009-03,74
Rounds: seed,2009-04,50
Rounds: seed,2009-05,59
Rounds: seed,2009-06,60
Rounds: seed,2009-07,43
Rounds: seed,2009-08,83
Rounds: seed,2009-09,89
Rounds: seed,2009-10,61
Rounds: seed,2009-11,52
Rounds: seed,2009-12,59
Rounds: seed,2010-01,50
Rounds: seed,2010-02,62
Rounds: seed,2010-03,76
Rounds: seed,2010-04,74
Rounds: seed,2010-05,77
Rounds: seed,2010-06,74
Rounds: seed,2010-07,79
Rounds: seed,2010-08,97
Rounds: seed,2010-09,80
Rounds: seed,2010-10,88
Rounds: seed,2010-11,88
Rounds: seed,2010-12,69
Rounds: seed,2011-01,71
Rounds: seed,2011-02,89
Rounds: seed,2011-03,133
Rounds: seed,2011-04,106
Rounds: seed,2011-05,122
Rounds: seed,2011-06,133
Rounds: seed,2011-07,130
Rounds: seed,2011-08,115
Rounds: seed,2011-09,125
Rounds: seed,2011-10,113
Rounds: seed,2011-11,137
Rounds: seed,2011-12,107
Rounds: seed,2012-01,124
Rounds: seed,2012-02,135
Rounds: seed,2012-03,142
Rounds: seed,2012-04,130
Rounds: seed,2012-05,220
Rounds: seed,2012-06,144
Rounds: seed,2012-07,159
Rounds: seed,2012-08,197
Rounds: seed,2012-09,181
Rounds: seed,2012-10,162
Rounds: seed,2012-11,183
Rounds: seed,2012-12,147
Rounds: seed,2013-01,182
Rounds: seed,2013-02,253
Rounds: seed,2013-03,289
Rounds: seed,2013-04,202
Rounds: seed,2013-05,457
Rounds: seed,2013-06,479
Rounds: seed,2013-07,736
Rounds: seed,2013-08,633
Rounds: seed,2013-09,737
Rounds: seed,2013-10,716
Rounds: seed,2013-11,585
Rounds: seed,2013-12,341
Rounds: seed,2014-01,518
Rounds: seed,2014-02,919
Rounds: seed,2014-03,1372
Rounds: seed,2014-04,646
Rounds: seed,2014-05,1405
Rounds: seed,2014-06,823
Rounds: seed,2014-07,740
Rounds: seed,2014-08,907
Rounds: seed,2014-09,1161
Rounds: seed,2014-10,814
Rounds: seed,2014-11,153
Rounds: undisclosed,2007-10,1
Rounds: undisclosed,2008-03,1
Rounds: undisclosed,2008-04,2
Rounds: undisclosed,2008-05,4
Rounds: undisclosed,2008-06,10
Rounds: undisclosed,2008-07,5
Rounds: undisclosed,2008-08,10
Rounds: undisclosed,2008-09,6
Rounds: undisclosed,2008-10,3
Rounds: undisclosed,2008-11,4
Rounds: undisclosed,2008-12,6
Rounds: undisclosed,2009-01,13
Rounds: undisclosed,2009-02,1
Rounds: undisclosed,2009-03,6
Rounds: undisclosed,2009-04,4
Rounds: undisclosed,2009-05,9
Rounds: undisclosed,2009-06,26
Rounds: undisclosed,2009-07,31
Rounds: undisclosed,2009-08,15
Rounds: undisclosed,2009-09,34
Rounds: undisclosed,2009-10,8
Rounds: undisclosed,2009-11,23
Rounds: undisclosed,2009-12,24
Rounds: undisclosed,2010-01,41
Rounds: undisclosed,2010-02,30
Rounds: undisclosed,2010-03,24
Rounds: undisclosed,2010-04,19
Rounds: undisclosed,2010-05,3
Rounds: undisclosed,2010-06,15
Rounds: undisclosed,2010-07,8
Rounds: undisclosed,2010-08,9
Rounds: undisclosed,2010-09,11
Rounds: undisclosed,2010-10,31
Rounds: undisclosed,2010-11,23
Rounds: undisclosed,2010-12,25
Rounds: undisclosed,2011-01,19
Rounds: undisclosed,2011-02,26
Rounds: undisclosed,2011-03,26
Rounds: undisclosed,2011-04,23
Rounds: undisclosed,2011-05,26
Rounds: undisclosed,2011-06,35
Rounds: undisclosed,2011-07,37
Rounds: undisclosed,2011-08,38
Rounds: undisclosed,2011-09,42
Rounds: undisclosed,2011-10,35
Rounds: undisclosed,2011-11,23
Rounds: undisclosed,2011-12,14
Rounds: undisclosed,2012-01,21
Rounds: undisclosed,2012-02,32
Rounds: undisclosed,2012-03,26
Rounds: undisclosed,2012-04,37
Rounds: undisclosed,2012-05,29
Rounds: undisclosed,2012-06,64
Rounds: undisclosed,2012-07,22
Rounds: undisclosed,2012-08,32
Rounds: undisclosed,2012-09,31
Rounds: undisclosed,2012-10,24
Rounds: undisclosed,2012-11,14
Rounds: undisclosed,2012-12,7
Rounds: undisclosed,2013-01,34
Rounds: undisclosed,2013-02,33
Rounds: undisclosed,2013-03,20
Rounds: undisclosed,2013-04,33
Rounds: undisclosed,2013-05,53
Rounds: undisclosed,2013-06,58
Rounds: undisclosed,2013-07,69
Rounds: undisclosed,2013-08,89
Rounds: undisclosed,2013-09,72
Rounds: undisclosed,2013-10,103
Rounds: undisclosed,2013-11,49
Rounds: undisclosed,2013-12,61
Rounds: undisclosed,2014-01,108
Rounds: undisclosed,2014-02,127
Rounds: undisclosed,2014-03,298
Rounds: undisclosed,2014-04,168
Rounds: undisclosed,2014-05,171
Rounds: undisclosed,2014-06,156
Rounds: undisclosed,2014-07,309
Rounds: undisclosed,2014-08,246
Rounds: undisclosed,2014-09,167
Rounds: undisclosed,2014-10,142
Rounds: undisclosed,2014-11,8
Rounds: venture,2007-05,5
Rounds: venture,2007-06,52
Rounds: venture,2007-07,156
Rounds: venture,2007-08,210
Rounds: venture,2007-09,65
Rounds: venture,2007-10,58
Rounds: venture,2007-11,144
Rounds: venture,2007-12,128
Rounds: venture,2008-01,131
Rounds: venture,2008-02,137
Rounds: venture,2008-03,135
Rounds: venture,2008-04,120
Rounds: venture,2008-05,184
Rounds: venture,2008-06,195
Rounds: venture,2008-07,131
Rounds: venture,2008-08,129
Rounds: venture,2008-09,100
Rounds: venture,2008-10,116
Rounds: venture,2008-11,108
Rounds: venture,2008-12,219
Rounds: venture,2009-01,461
Rounds: venture,2009-02,106
Rounds: venture,2009-03,149
Rounds: venture,2009-04,187
Rounds: venture,2009-05,305
Rounds: venture,2009-06,606
Rounds: venture,2009-07,586
Rounds: venture,2009-08,281
Rounds: venture,2009-09,399
Rounds: venture,2009-10,237
Rounds: venture,2009-11,299
Rounds: venture,2009-12,615
Rounds: venture,2010-01,595
Rounds: venture,2010-02,550
Rounds: venture,2010-03,880
Rounds: venture,2010-04,1160
Rounds: venture,2010-05,566
Rounds: venture,2010-06,455
Rounds: venture,2010-07,607
Rounds: venture,2010-08,412
Rounds: venture,2010-09,418
Rounds: venture,2010-10,823
Rounds: venture,2010-11,318
Rounds: venture,2010-12,231
Rounds: venture,2011-01,273
Rounds: venture,2011-02,242
Rounds: venture,2011-03,252
Rounds: venture,2011-04,227
Rounds: venture,2011-05,261
Rounds: venture,2011-06,295
Rounds: venture,2011-07,248
Rounds: venture,2011-08,285
Rounds: venture,2011-09,269
Rounds: venture,2011-10,257
Rounds: venture,2011-11,243
Rounds: venture,2011-12,228
Rounds: venture,2012-01,289
Rounds: venture,2012-02,241
Rounds: venture,2012-03,235
Rounds: venture,2012-04,282
Rounds: venture,2012-05,279
Rounds: venture,2012-06,275
Rounds: venture,2012-07,271
Rounds: venture,2012-08,228
Rounds: venture,2012-09,251
Rounds: venture,2012-10,229
Rounds: venture,2012-11,233
Rounds: venture,2012-12,162
Rounds: venture,2013-01,268
Rounds: venture,2013-02,218
Rounds: venture,2013-03,202
Rounds: venture,2013-04,256
Rounds: venture,2013-05,576
Rounds: venture,2013-06,786
Rounds: venture,2013-07,1040
Rounds: venture,2013-08,1032
Rounds: venture,2013-09,1074
Rounds: venture,2013-10,1187
Rounds: venture,2013-11,1528
Rounds: venture,2013-12,1649
Rounds: venture,2014-01,1882
Rounds: venture,2014-02,1826
Rounds: venture,2014-03,1405
Rounds: venture,2014-04,880
Rounds: venture,2014-05,986
Rounds: venture,2014-06,1227
Rounds: venture,2014-07,1062
Rounds: venture,2014-08,741
Rounds: venture,2014-09,740
Rounds: venture,2014-10,647
Rounds: venture,2014-11,184
Rounds,2007-05,6
Rounds,2007-06,59
Rounds,2007-07,181
Rounds,2007-08,258
Rounds,2007-09,83
Rounds,2007-10,76
Rounds,2007-11,195
Rounds,2007-12,157
Rounds,2008-01,162
Rounds,2008-02,281
Rounds,2008-03,227
Rounds,2008-04,189
Rounds,2008-05,268
Rounds,2008-06,320
Rounds,2008-07,229
Rounds,2008-08,234
Rounds,2008-09,184
Rounds,2008-10,189
Rounds,2008-11,197
Rounds,2008-12,315
Rounds,2009-01,572
Rounds,2009-02,167
Rounds,2009-03,250
Rounds,2009-04,272
Rounds,2009-05,397
Rounds,2009-06,751
Rounds,2009-07,694
Rounds,2009-08,425
Rounds,2009-09,589
Rounds,2009-10,343
Rounds,2009-11,446
Rounds,2009-12,835
Rounds,2010-01,811
Rounds,2010-02,711
Rounds,2010-03,1088
Rounds,2010-04,1331
Rounds,2010-05,699
Rounds,2010-06,601
Rounds,2010-07,756
Rounds,2010-08,567
Rounds,2010-09,572
Rounds,2010-10,1027
Rounds,2010-11,508
Rounds,2010-12,368
Rounds,2011-01,436
Rounds,2011-02,419
Rounds,2011-03,470
Rounds,2011-04,426
Rounds,2011-05,486
Rounds,2011-06,536
Rounds,2011-07,500
Rounds,2011-08,526
Rounds,2011-09,524
Rounds,2011-10,474
Rounds,2011-11,477
Rounds,2011-12,417
Rounds,2012-01,518
Rounds,2012-02,478
Rounds,2012-03,473
Rounds,2012-04,542
Rounds,2012-05,611
Rounds,2012-06,599
Rounds,2012-07,548
Rounds,2012-08,556
Rounds,2012-09,533
Rounds,2012-10,494
Rounds,2012-11,504
Rounds,2012-12,369
Rounds,2013-01,589
Rounds,2013-02,612
Rounds,2013-03,639
Rounds,2013-04,623
Rounds,2013-05,1387
Rounds,2013-06,1837
Rounds,2013-07,2554
Rounds,2013-08,2410
Rounds,2013-09,2657
Rounds,2013-10,2578
Rounds,2013-11,2802
Rounds,2013-12,2699
Rounds,2014-01,3166
Rounds,2014-02,3656
Rounds,2014-03,3698
Rounds,2014-04,2069
Rounds,2014-05,3125
Rounds,2014-06,2714
Rounds,2014-07,4519
Rounds,2014-08,2349
Rounds,2014-09,2838
Rounds,2014-10,1967
Rounds,2014-11,432
Acquisitions,1960-01,1
Acquisitions,1960-12,1
Acquisitions,1967-04,1
Acquisitions,1973-01,1
Acquisitions,1977-01,1
Acquisitions,1980-01,1
Acquisitions,1981-01,2
Acquisitions,1982-08,1
Acquisitions,1984-06,1
Acquisitions,1984-09,1
Acquisitions,1986-01,1
Acquisitions,1986-07,1
Acquisitions,1987-06,4
Acquisitions,1988-01,2
Acquisitions,1988-03,1
Acquisitions,1988-06,2
Acquisitions,1988-07,1
Acquisitions,1988-12,1
Acquisitions,1989-01,2
Acquisitions,1989-04,1
Acquisitions,1990-03,1
Acquisitions,1990-06,1
Acquisitions,1991-01,2
Acquisitions,1991-03,1
Acquisitions,1991-08,2
Acquisitions,1991-12,1
Acquisitions,1992-01,2
Acquisitions,1992-03,1
Acquisitions,1992-06,2
Acquisitions,1993-02,1
Acquisitions,1993-03,1
Acquisitions,1993-04,1
Acquisitions,1993-05,2
Acquisitions,1993-06,1
Acquisitions,1993-07,1
Acquisitions,1993-08,1
Acquisitions,1993-09,3
Acquisitions,1994-07,1
Acquisitions,1994-08,1
Acquisitions,1994-09,1
Acquisitions,1994-10,2
Acquisitions,1994-11,4
Acquisitions,1994-12,2
Acquisitions,1995-01,6
Acquisitions,1995-02,1
Acquisitions,1995-04,1
Acquisitions,1995-05,1
Acquisitions,1995-06,1
Acquisitions,1995-07,2
Acquisitions,1995-08,3
Acquisitions,1995-09,2
Acquisitions,1995-10,3
Acquisitions,1995-11,2
Acquisitions,1995-12,2
Acquisitions,1996-01,9
Acquisitions,1996-02,2
Acquisitions,1996-03,2
Acquisitions,1996-04,4
Acquisitions,1996-05,1
Acquisitions,1996-06,4
Acquisitions,1996-07,2
Acquisitions,1996-08,4
Acquisitions,1996-10,1
Acquisitions,1996-11,2
Acquisitions,1996-12,2
Acquisitions,1997-01,5
Acquisitions,1997-02,1
Acquisitions,1997-03,3
Acquisitions,1997-04,3
Acquisitions,1997-06,7
Acquisitions,1997-07,3
Acquisitions,1997-08,2
Acquisitions,1997-09,7
Acquisitions,1997-10,1
Acquisitions,1997-11,3
Acquisitions,1997-12,5
Acquisitions,1998-01,7
Acquisitions,1998-02,1
Acquisitions,1998-03,4
Acquisitions,1998-04,3
Acquisitions,1998-05,1
Acquisitions,1998-06,5
Acquisitions,1998-07,4
Acquisitions,1998-08,5
Acquisitions,1998-09,5
Acquisitions,1998-10,5
Acquisitions,1998-11,2
Acquisitions,1998-12,6
Acquisitions,1999-01,12
Acquisitions,1999-02,5
Acquisitions,1999-03,5
Acquisitions,1999-04,11
Acquisitions,1999-05,7
Acquisitions,1999-06,13
Acquisitions,1999-07,7
Acquisitions,1999-08,7
Acquisitions,1999-09,10
Acquisitions,1999-10,8
Acquisitions,1999-11,8
Acquisitions,1999-12,9
Acquisitions,2000-01,19
Acquisitions,2000-02,7
Acquisitions,2000-03,15
Acquisitions,2000-04,7
Acquisitions,2000-05,2
Acquisitions,2000-06,10
Acquisitions,2000-07,6
Acquisitions,2000-08,8
Acquisitions,2000-09,7
Acquisitions,2000-10,4
Acquisitions,2000-11,5
Acquisitions,2000-12,6
Acquisitions,2001-01,9
Acquisitions,2001-02,9
Acquisitions,2001-03,11
Acquisitions,2001-04,5
Acquisitions,2001-05,8
Acquisitions,2001-06,5
Acquisitions,2001-07,8
Acquisitions,2001-08,2
Acquisitions,2001-09,5
Acquisitions,2001-10,2
Acquisitions,2001-12,3
Acquisitions,2002-01,12
Acquisitions,2002-02,5
Acquisitions,2002-03,1
Acquisitions,2002-04,6
Acquisitions,2002-05,5
Acquisitions,2002-06,10
Acquisitions,2002-07,5
Acquisitions,2002-08,4
Acquisitions,2002-09,8
Acquisitions,2002-10,9
Acquisitions,2002-11,2
Acquisitions,2002-12,4
Acquisitions,2003-01,12
Acquisitions,2003-02,5
Acquisitions,2003-03,3
Acquisitions,2003-04,6
Acquisitions,2003-05,4
Acquisitions,2003-06,3
Acquisitions,2003-07,10
Acquisitions,2003-08,8
Acquisitions,2003-09,8
Acquisitions,2003-10,9
Acquisitions,2003-11,6
Acquisitions,2003-12,2
Acquisitions,2004-01,22
Acquisitions,2004-02,6
Acquisitions,2004-03,18
Acquisitions,2004-04,7
Acquisitions,2004-05,10
Acquisitions,2004-06,8
Acquisitions,2004-07,11
Acquisitions,2004-08,7
Acquisitions,2004-09,13
Acquisitions,2004-10,17
Acquisitions,2004-11,9
Acquisitions,2004-12,11
Acquisitions,2005-01,24
Acquisitions,2005-02,15
Acquisitions,2005-03,16
Acquisitions,2005-04,14
Acquisitions,2005-05,12
Acquisitions,2005-06,17
Acquisitions,2005-07,20
Acquisitions,2005-08,19
Acquisitions,2005-09,18
Acquisitions,2005-10,13
Acquisitions,2005-11,15
Acquisitions,2005-12,19
Acquisitions,2006-01,51
Acquisitions,2006-02,17
Acquisitions,2006-03,18
Acquisitions,2006-04,23
Acquisitions,2006-05,19
Acquisitions,2006-06,22
Acquisitions,2006-07,17
Acquisitions,2006-08,22
Acquisitions,2006-09,21
Acquisitions,2006-10,29
Acquisitions,2006-11,27
Acquisitions,2006-12,23
Acquisitions,2007-01,44
Acquisitions,2007-02,27
Acquisitions,2007-03,37
Acquisitions,2007-04,32
Acquisitions,2007-05,51
Acquisitions,2007-06,42
Acquisitions,2007-07,45
Acquisitions,2007-08,40
Acquisitions,2007-09,34
Acquisitions,2007-10,48
Acquisitions,2007-11,32
Acquisitions,2007-12,39
Acquisitions,2008-01,86
Acquisitions,2008-02,49
Acquisitions,2008-03,54
Acquisitions,2008-04,92
Acquisitions,2008-05,143
Acquisitions,2008-06,75
Acquisitions,2008-07,147
Acquisitions,2008-08,92
Acquisitions,2008-09,120
Acquisitions,2008-10,95
Acquisitions,2008-11,68
Acquisitions,2008-12,78
Acquisitions,2009-01,128
Acquisitions,2009-02,81
Acquisitions,2009-03,75
Acquisitions,2009-04,100
Acquisitions,2009-05,60
Acquisitions,2009-06,87
Acquisitions,2009-07,94
Acquisitions,2009-08,76
Acquisitions,2009-09,91
Acquisitions,2009-10,108
Acquisitions,2009-11,121
Acquisitions,2009-12,148
Acquisitions,2010-01,177
Acquisitions,2010-02,119
Acquisitions,2010-03,134
Acquisitions,2010-04,117
Acquisitions,2010-05,131
Acquisitions,2010-06,162
Acquisitions,2010-07,97
Acquisitions,2010-08,96
Acquisitions,2010-09,151
Acquisitions,2010-10,124
Acquisitions,2010-11,108
Acquisitions,2010-12,152
Acquisitions,2011-01,245
Acquisitions,2011-02,130
Acquisitions,2011-03,142
Acquisitions,2011-04,140
Acquisitions,2011-05,141
Acquisitions,2011-06,168
Acquisitions,2011-07,178
Acquisitions,2011-08,150
Acquisitions,2011-09,138
Acquisitions,2011-10,114
Acquisitions,2011-11,118
Acquisitions,2011-12,138
Acquisitions,2012-01,173
Acquisitions,2012-02,129
Acquisitions,2012-03,131
Acquisitions,2012-04,117
Acquisitions,2012-05,139
Acquisitions,2012-06,122
Acquisitions,2012-07,125
Acquisitions,2012-08,124
Acquisitions,2012-09,126
Acquisitions,2012-10,132
Acquisitions,2012-11,125
Acquisitions,2012-12,113
Acquisitions,2013-01,168
Acquisitions,2013-02,114
Acquisitions,2013-03,108
Acquisitions,2013-04,96
Acquisitions,2013-05,173
Acquisitions,2013-06,148
Acquisitions,2013-07,145
Acquisitions,2013-08,142
Acquisitions,2013-09,158
Acquisitions,2013-10,179
Acquisitions,2013-11,154
Acquisitions,2013-12,189
Acquisitions,2014-01,209
Acquisitions,2014-02,174
Acquisitions,2014-03,176
Acquisitions,2014-04,200
Acquisitions,2014-05,203
Acquisitions,2014-06,260
Acquisitions,2014-07,248
Acquisitions,2014-08,201
Acquisitions,2014-09,240
Acquisitions,2014-10,241
Acquisitions,2014-11,45
IPOs,1961-01,1
IPOs,1965-01,1
IPOs,1969-06,1
IPOs,1971-01,1
IPOs,1977-05,1
IPOs,1978-01,271
IPOs,1978-02,2
IPOs,1978-04,2
IPOs,1978-05,1
IPOs,1978-06,8
IPOs,1978-07,1
IPOs,1979-01,2
IPOs,1979-06,2
IPOs,1979-08,1
IPOs,1979-11,1
IPOs,1979-12,1
IPOs,1980-03,1
IPOs,1980-04,1
IPOs,1980-06,3
IPOs,1980-08,1
IPOs,1980-10,1
IPOs,1980-11,1
IPOs,1980-12,2
IPOs,1981-01,2
IPOs,1981-02,1
IPOs,1981-03,1
IPOs,1981-04,3
IPOs,1981-05,4
IPOs,1981-06,2
IPOs,1981-07,5
IPOs,1981-08,2
IPOs,1981-09,1
IPOs,1981-10,1
IPOs,1981-11,2
IPOs,1981-12,2
IPOs,1982-01,3
IPOs,1982-02,3
IPOs,1982-04,2
IPOs,1982-05,1
IPOs,1982-06,1
IPOs,1982-09,1
IPOs,1982-10,1
IPOs,1982-12,1
IPOs,1983-01,2
IPOs,1983-03,1
IPOs,1983-04,1
IPOs,1983-05,2
IPOs,1983-07,4
IPOs,1983-08,4
IPOs,1983-09,3
IPOs,1983-10,4
IPOs,1983-11,1
IPOs,1983-12,8
IPOs,1984-01,5
IPOs,1984-02,3
IPOs,1984-03,3
IPOs,1984-04,2
IPOs,1984-05,2
IPOs,1984-06,4
IPOs,1984-07,2
IPOs,1984-08,3
IPOs,1984-10,1
IPOs,1984-12,2
IPOs,1985-02,1
IPOs,1985-03,1
IPOs,1985-04,1
IPOs,1985-05,3
IPOs,1985-06,2
IPOs,1985-07,1
IPOs,1985-08,4
IPOs,1985-09,3
IPOs,1985-10,3
IPOs,1985-11,1
IPOs,1985-12,2
IPOs,1986-01,1
IPOs,1986-02,3
IPOs,1986-03,2
IPOs,1986-04,5
IPOs,1986-05,5
IPOs,1986-06,4
IPOs,1986-07,5
IPOs,1986-08,6
IPOs,1986-09,5
IPOs,1986-10,1
IPOs,1986-11,5
IPOs,1986-12,4
IPOs,1987-01,2
IPOs,1987-02,3
IPOs,1987-03,1
IPOs,1987-04,4
IPOs,1987-05,2
IPOs,1987-06,8
IPOs,1987-07,3
IPOs,1987-08,9
IPOs,1987-09,2
IPOs,1987-10,3
IPOs,1987-12,2
IPOs,1988-02,1
IPOs,1988-03,1
IPOs,1988-04,3
IPOs,1988-06,2
IPOs,1988-07,4
IPOs,1988-08,3
IPOs,1988-09,1
IPOs,1988-10,7
IPOs,1988-11,2
IPOs,1989-01,2
IPOs,1989-02,2
IPOs,1989-03,1
IPOs,1989-04,1
IPOs,1989-05,1
IPOs,1989-06,3
IPOs,1989-07,1
IPOs,1989-08,1
IPOs,1989-09,1
IPOs,1989-10,4
IPOs,1989-11,4
IPOs,1989-12,2
IPOs,1990-01,23
IPOs,1990-02,2
IPOs,1990-03,12
IPOs,1990-04,2
IPOs,1990-05,6
IPOs,1990-06,2
IPOs,1990-07,5
IPOs,1990-08,2
IPOs,1990-10,2
IPOs,1990-11,1
IPOs,1990-12,4
IPOs,1991-01,5
IPOs,1991-02,1
IPOs,1991-03,3
IPOs,1991-04,4
IPOs,1991-05,4
IPOs,1991-06,3
IPOs,1991-07,3
IPOs,1991-08,4
IPOs,1991-09,2
IPOs,1991-10,2
IPOs,1991-11,5
IPOs,1991-12,5
IPOs,1992-01,11
IPOs,1992-02,6
IPOs,1992-03,7
IPOs,1992-04,2
IPOs,1992-05,8
IPOs,1992-06,11
IPOs,1992-07,2
IPOs,1992-08,5
IPOs,1992-09,2
IPOs,1992-10,7
IPOs,1992-11,7
IPOs,1992-12,8
IPOs,1993-01,5
IPOs,1993-02,4
IPOs,1993-03,7
IPOs,1993-04,9
IPOs,1993-05,6
IPOs,1993-06,5
IPOs,1993-07,6
IPOs,1993-08,6
IPOs,1993-09,4
IPOs,1993-10,8
IPOs,1993-11,13
IPOs,1993-12,12
IPOs,1994-01,10
IPOs,1994-02,5
IPOs,1994-03,13
IPOs,1994-04,6
IPOs,1994-05,3
IPOs,1994-06,4
IPOs,1994-07,7
IPOs,1994-08,3
IPOs,1994-09,3
IPOs,1994-10,5
IPOs,1994-11,10
IPOs,1994-12,7
IPOs,1995-01,8
IPOs,1995-02,5
IPOs,1995-03,5
IPOs,1995-04,4
IPOs,1995-05,3
IPOs,1995-06,9
IPOs,1995-07,5
IPOs,1995-08,6
IPOs,1995-09,4
IPOs,1995-10,8
IPOs,1995-11,15
IPOs,1995-12,13
IPOs,1996-01,15
IPOs,1996-02,6
IPOs,1996-03,6
IPOs,1996-04,9
IPOs,1996-05,14
IPOs,1996-06,9
IPOs,1996-07,9
IPOs,1996-08,9
IPOs,1996-09,4
IPOs,1996-10,12
IPOs,1996-11,13
IPOs,1996-12,9
IPOs,1997-01,38
IPOs,1997-02,50
IPOs,1997-03,32
IPOs,1997-04,28
IPOs,1997-05,28
IPOs,1997-06,52
IPOs,1997-07,53
IPOs,1997-08,10
IPOs,1997-09,6
IPOs,1997-10,72
IPOs,1997-11,81
IPOs,1997-12,39
IPOs,1998-01,22
IPOs,1998-02,7
IPOs,1998-03,38
IPOs,1998-04,46
IPOs,1998-05,50
IPOs,1998-06,56
IPOs,1998-07,55
IPOs,1998-08,25
IPOs,1998-09,8
IPOs,1998-10,7
IPOs,1998-11,18
IPOs,1998-12,33
IPOs,1999-01,24
IPOs,1999-02,41
IPOs,1999-03,25
IPOs,1999-04,68
IPOs,1999-05,26
IPOs,1999-06,70
IPOs,1999-07,66
IPOs,1999-08,47
IPOs,1999-09,42
IPOs,1999-10,64
IPOs,1999-11,11
IPOs,1999-12,48
IPOs,2000-01,56
IPOs,2000-02,11
IPOs,2000-03,8
IPOs,2000-04,20
IPOs,2000-05,4
IPOs,2000-06,26
IPOs,2000-07,19
IPOs,2000-08,18
IPOs,2000-09,21
IPOs,2000-10,13
IPOs,2000-11,5
IPOs,2000-12,9
IPOs,2001-01,8
IPOs,2001-02,14
IPOs,2001-03,11
IPOs,2001-04,6
IPOs,2001-05,3
IPOs,2001-06,22
IPOs,2001-07,10
IPOs,2001-08,11
IPOs,2001-09,5
IPOs,2001-10,16
IPOs,2001-11,18
IPOs,2001-12,23
IPOs,2002-01,10
IPOs,2002-02,12
IPOs,2002-03,10
IPOs,2002-04,12
IPOs,2002-05,18
IPOs,2002-06,29
IPOs,2002-07,13
IPOs,2002-08,6
IPOs,2002-09,4
IPOs,2002-10,12
IPOs,2002-11,14
IPOs,2002-12,14
IPOs,2003-01,79
IPOs,2003-02,5
IPOs,2003-03,7
IPOs,2003-04,3
IPOs,2003-05,6
IPOs,2003-06,6
IPOs,2003-07,18
IPOs,2003-08,10
IPOs,2003-09,15
IPOs,2003-10,23
IPOs,2003-11,23
IPOs,2003-12,25
IPOs,2004-01,9
IPOs,2004-02,19
IPOs,2004-03,17
IPOs,2004-04,22
IPOs,2004-05,17
IPOs,2004-06,39
IPOs,2004-07,37
IPOs,2004-08,25
IPOs,2004-09,23
IPOs,2004-10,39
IPOs,2004-11,23
IPOs,2004-12,37
IPOs,2005-01,16
IPOs,2005-02,31
IPOs,2005-03,13
IPOs,2005-04,16
IPOs,2005-05,18
IPOs,2005-06,7
IPOs,2005-07,33
IPOs,2005-08,39
IPOs,2005-09,20
IPOs,2005-10,21
IPOs,2005-11,25
IPOs,2005-12,28
IPOs,2006-01,18
IPOs,2006-02,36
IPOs,2006-03,17
IPOs,2006-04,19
IPOs,2006-05,17
IPOs,2006-06,29
IPOs,2006-07,18
IPOs,2006-08,15
IPOs,2006-09,20
IPOs,2006-10,27
IPOs,2006-11,42
IPOs,2006-12,35
IPOs,2007-01,13
IPOs,2007-02,29
IPOs,2007-03,24
IPOs,2007-04,22
IPOs,2007-05,41
IPOs,2007-06,34
IPOs,2007-07,38
IPOs,2007-08,23
IPOs,2007-09,7
IPOs,2007-10,35
IPOs,2007-11,42
IPOs,2007-12,23
IPOs,2008-01,17
IPOs,2008-02,13
IPOs,2008-03,7
IPOs,2008-04,3
IPOs,2008-05,17
IPOs,2008-06,7
IPOs,2008-07,8
IPOs,2008-08,13
IPOs,2008-09,7
IPOs,2008-10,6
IPOs,2008-11,6
IPOs,2008-12,6
IPOs,2009-01,7
IPOs,2009-02,9
IPOs,2009-03,26
IPOs,2009-04,10
IPOs,2009-05,16
IPOs,2009-06,16
IPOs,2009-07,25
IPOs,2009-08,21
IPOs,2009-09,20
IPOs,2009-10,32
IPOs,2009-11,18
IPOs,2009-12,17
IPOs,2010-01,14
IPOs,2010-02,12
IPOs,2010-03,18
IPOs,2010-04,30
IPOs,2010-05,12
IPOs,2010-06,20
IPOs,2010-07,33
IPOs,2010-08,14
IPOs,2010-09,11
IPOs,2010-10,25
IPOs,2010-11,35
IPOs,2010-12,28
IPOs,2011-01,23
IPOs,2011-02,26
IPOs,2011-03,10
IPOs,2011-04,30
IPOs,2011-05,30
IPOs,2011-06,19
IPOs,2011-07,19
IPOs,2011-08,7
IPOs,2011-09,6
IPOs,2011-10,11
IPOs,2011-11,18
IPOs,2011-12,23
IPOs,2012-01,8
IPOs,2012-02,31
IPOs,2012-03,27
IPOs,2012-04,21
IPOs,2012-05,19
